,data_privacy_acts_news_10,data_privacy_acts_news_2,data_privacy_acts_news_3,data_privacy_acts_news_4,data_privacy_acts_news_5,data_privacy_acts_news_7,data_privacy_acts_news_8,data_privacy_acts_news_9
data_privacy_acts_news_10,0.0,0.39011780078832164,0.4576339355614108,0.6062465847205356,0.508224323182651,0.5744691418986461,0.5878343783286377,0.49457003297469765
data_privacy_acts_news_2,0.39011780078832164,0.0,0.3855187958116887,0.3914908280746204,0.34605250387437425,0.4000579082356548,0.43987479402345375,0.2795708394681662
data_privacy_acts_news_3,0.4576339355614108,0.3855187958116887,0.0,0.47799444468149066,0.42432119042268746,0.43647957131657017,0.5504115223382973,0.37115732478888774
data_privacy_acts_news_4,0.6062465847205356,0.3914908280746204,0.47799444468149066,0.0,0.5117598246788724,0.5874035237557471,0.6664014708657933,0.5038698151002378
data_privacy_acts_news_5,0.508224323182651,0.34605250387437425,0.42432119042268746,0.5117598246788724,0.0,0.5125709630147852,0.5084893978783029,0.4302477908651257
data_privacy_acts_news_7,0.5744691418986461,0.4000579082356548,0.43647957131657017,0.5874035237557471,0.5125709630147852,0.0,0.681538555804746,0.682629433622555
data_privacy_acts_news_8,0.5878343783286377,0.43987479402345375,0.5504115223382973,0.6664014708657933,0.5084893978783029,0.681538555804746,0.0,0.5177047290831348
data_privacy_acts_news_9,0.49457003297469765,0.2795708394681662,0.37115732478888774,0.5038698151002378,0.4302477908651257,0.682629433622555,0.5177047290831348,0.0
